key,Wire 1,Wire 2,Wire 3,Wire 4,Wire 5,Wire 6,Wire 7,Wire 8,Wire 9
1,60.059998,,,,,,,,
2,96.05231500000001,,,,,,,,
3,91.160157,,,,,,,,
4,89.063515,,,,,,,,
5,89.238236,9.11456,,,,,,,
6,99.10991700000001,9.11456,,,,,,,
7,98.0616,,,,,,,,
8,155.28239399999998,,,,,,,,
9,113.393279,9.143680999999999,,,,,,,
10,81.24479600000001,12.376000000000001,,,,,,,
11,99.197281,,,,,,,,
12,153.57887300000002,,,,,,,,
13,77.26992,52.416002999999996,,,,,,,
14,120.251038,37.826881,,,,,,,
15,71.285759,52.09568,,,,,,,
16,100.114563,43.097599,,,,,,,
17,110.20463600000001,50.144638,,,,,,,
18,88.233596,32.148486999999996,,,,,,,
19,113.218552,75.304322,,,,,,,
20,105.13775600000001,72.27583999999999,,,,,,,
21,119.290081,98.367363,,,,,,,
22,144.755523,99.910721,250.04179399999998,,,,,,
23,100.158234,114.907524,276.324066,,,,,,
24,101.730722,50.319363,,,,,,,
25,127.065117,64.588157,,,,,,,
26,170.13359100000002,,,,,,,,
27,118.24176,30.051841999999997,,,,,,,
28,99.153595,,,,,,,,
29,120.11999499999999,,,,,,,,
30,44.16048,23.033920000000002,,,,,,,
31,96.13968,27.023360999999998,,,,,,,
32,105.225121,,,,,,,,
33,210.275512,,,,,,,,
34,115.140472,,,,,,,,
35,130.079041,,,,,,,,
36,100.158234,,,,,,,,
37,86.486405,,,,,,,,
38,108.10799600000001,,,,,,,,35.0532
39,135.18959,,,,,,,,
40,125.23055300000001,,,,,,,,
43,96.096001,15.084160999999998,,,,,,,
44,69.18912300000001,,,,,,,,
45,114.35423700000001,,,,,,,,
46,100.245593,,,,,,,,
47,33.10944,49.038082,,,,,,,
48,72.20304100000001,47.14528299999999,,,,,,,
49,39.312,,,,,,,,
50,43.243198,,,,,,,,
57,21.097441,,,,,,,,
58,73.207679,11.12384,,,,,,,
59,40.141921999999994,,,,,,,,
60,35.162399,50.144638,,,,,,,
61,50.013599,70.062721,,,,,,,
62,97.100639,63.13216,,,,,,,
63,47.960640000000005,72.188484,,,,,,,
64,61.152001,64.15135699999999,,,,,,,
65,45.121441,26.120639999999998,,,,,,,
66,156.680151,,,,,,,,
67,70.062721,,,,,,,,
68,90.155518,,,,,,,,
69,191.362092,9.085441000000001,,,,,,,
70,90.024483,,,,,,,,
71,140.256469,,,,,,,,
72,71.853601,,,,,,,,
73,114.092163,,,,,,,,
74,117.28079200000002,,,,,,,,
75,114.266884,,,,,,,,
76,70.193763,,,,,,,,
77,110.292,45.135998,,,,,,,
78,86.26800099999998,35.060482,,,,,,,
79,50.013599,32.497921000000005,,,,,,,
80,23.1504,,,,,,,,
86,37.08432,,,,,,,,
87,54.993122,,,,,,,,
89,48.135361,12.17216,,,,,,,
90,72.552482,,,,,,,,
91,59.142724,53.173118,,,,,,,
